ticker,life_minutes,first_trade_price,first_trade_minute,first_trade_frac,open_spread,open_mid,n_candles,first_day_vwap,first_day_volume,life10_vwap,life10_volume,category
KXNFLMENTION-NFLAFCCHAMP-ALTI,7530.0,0.79,149.0,0.019787516600265603,0.6900000000000001,0.445,110,0.7885522842639595,197.0,0.7910084507042254,142.0,Mentions
KXNCAABMENTION-26FEB21TENNVAN-ALLE,1500.0,0.46,324.0,0.216,0.91,0.455,144,0.6636740731001839,3803.0,,0.0,Mentions
KXNFLMENTION-25DEC14BUFNE-SUPE,8040.0,0.91,4.0,0.0004975124378109452,0.19999999999999996,0.85,91,0.9137500000000001,112.0,0.9119047619047619,105.0,Mentions
KXNCAABMENTION-26MAR07UNCDUKE-ANKL,1770.0,0.49,1124.0,0.6350282485875707,0.91,0.455,83,0.48999999999999994,140.0,,0.0,Mentions
KXWCMENTION-26JUN27COLPOR-MESS,4180.816666666667,0.9007,9.0,0.0021526894665715233,0.97,0.495,1863,0.750159981178685,340.03999999999996,0.6752705175117616,153.04,Mentions
KXEARNINGSMENTIONCMG-26APR29-TARI,17472.966666666667,0.8,8326.0,0.4765075192344746,0.17999999999999994,0.75,102,,0.0,,0.0,Mentions
KXWCMENTION-26JUN23ENGGHA-QATA,4335.5,0.38,1321.0,0.3046938069426825,0.84,0.43,1055,0.38,10.0,,0.0,Mentions
KXBERNIEMENTION-25OCT16-AUTH,5692.083333333333,0.3913,1349.0,0.23699582753824758,0.88,0.55,77,0.3912,198.0,,0.0,Mentions
KXNBAMENTION-25DEC13NYKORL-ANKL,3840.0,0.39,1166.0,0.30364583333333334,0.9,0.46,792,0.6164925,40.0,,0.0,Mentions
KXSECPRESSMENTION-26FEB28-CBA,1558.4666666666667,0.89,18.0,0.011549813919664628,0.94,0.5,87,0.12553270440251568,795.0,0.12775448717948715,780.0,Mentions
KXHOCHULMENTION-26APR22B-MAYO,8651.066666666668,0.72,1933.0,0.22344065471695204,0.38000000000000006,0.6,136,,0.0,,0.0,Mentions
KXNBAMENTION-26JAN19OKCCLE-TRAD,570.0,0.6,34.0,0.05964912280701754,0.97,0.495,173,0.6973343895619757,2146.0,0.6,3.0,Mentions
KXTBPNMENTION-26FEB13-NICO,342.78333333333336,0.26,17.0,0.0495940098215588,0.9,0.46,116,0.7964707831699145,8057.0,0.21351724137931036,145.0,Mentions
KXPSAKIMENTION-26JUN10-BILL,305.53333333333336,0.4,82.0,0.2683831551385555,0.97,0.495,93,0.046896514059906455,4494.340000000001,,0.0,Mentions
KXNCAABMENTION-26FEB16SYRDUKE-MARC,1722.5166666666667,0.34,73.0,0.04237985118673259,0.91,0.455,544,0.3523127188183808,10968.0,0.4180373333333333,150.0,Mentions
KXWCMENTION-26JUN17UZBCOL-RECO,4335.3,0.37,1043.0,0.2405831199686296,0.88,0.46,416,0.524331983805668,4.94,,0.0,Mentions
KXHOCHULMENTION-26MAR07-BILL,3616.616666666667,0.5,225.0,0.06221284165218874,0.9,0.46,1352,0.3919906565003876,7738.0,0.39010736196319024,489.0,Mentions
KXNBAMENTION-26MAR24GSWDAL-PLAY,3559.0,0.835,1610.0,0.4523742624332678,0.9,0.46,97,,0.0,,0.0,Mentions
KXCOLBERTMENTION-25OCT16-CENS,5200.516666666666,0.5969,3898.0,0.7495409109992277,0.99,0.495,82,,0.0,,0.0,Mentions
KXNBAMENTION-25DEC30DETLAL-TECH,2250.0,0.7,192.0,0.08533333333333333,0.9,0.46,638,0.5339535135135135,185.0,0.7,34.0,Mentions
KXNCAABMENTION-26APR04MICHARIZ-DOUB,9044.283333333333,0.5443,601.0,0.06645081515579823,0.87,0.455,124,0.5441770833333334,48.0,0.542445945945946,37.0,Mentions
KXTRUMPMENTION-25AUG16-CEA,1677.0666666666666,0.72,61.0,0.03637303227858165,0.09999999999999998,0.6699999999999999,732,0.8739982897384306,1988.0,0.7608169014084507,284.0,Mentions
KXTRUMPMENTION-25NOV04-BIDE,1980.0,0.55,39.0,0.019696969696969695,0.86,0.48000000000000004,415,0.06122179129175718,38676.0,0.55,8.0,Mentions
KXECBMENTION-26FEB23-INFL,1252.8166666666666,0.89,278.0,0.22189998536630792,0.91,0.455,362,0.9570942335379253,13197.0,,0.0,Mentions
KXNCAAMENTION-26JAN01MISSUGA-WIND,4680.0,0.3736,3018.0,0.6448717948717949,0.9,0.46,763,,0.0,,0.0,Mentions
KXNBAMENTION-26MAR19ORLCHA-JORD,3590.0,0.4864,164.0,0.045682451253481894,0.82,0.42,612,0.4771025830258303,271.0,0.48640000000000005,232.0,Mentions
KXNBAMENTION-26APR20ATLNYK-TRIP,8469.533333333333,0.6917,783.0,0.09244901332619665,0.36,0.73,101,0.6900000000000001,7.0,0.6900000000000001,7.0,Mentions
KXATHLETEMENTION-26MAY28-OVER,1338.7333333333333,0.19,417.0,0.3114884716896569,0.89,0.455,176,0.03094747501552707,1771.1,,0.0,Mentions
KXMLBMENTION-26APR21NYYBOS-OHTA,5093.233333333334,0.48,3000.0,0.5890168000680641,0.87,0.465,54,,0.0,,0.0,Mentions
KXBARRMENTION-26JAN27-HEAL,1022.95,0.9,548.0,0.5357055574563762,0.9,0.46,287,0.9613455263157894,4180.0,,0.0,Mentions
KXNFLMENTION-25DEC28CHISF-ONE,4520.0,0.2572,1545.0,0.3418141592920354,0.9,0.46,940,,0.0,,0.0,Mentions
KXEDMONTONGRIESBACH-25-PP,49375.86666666667,,,,0.97,0.495,101,,0.0,,0.0,Politics
KXBONDICOUNT-25-T57,13712.116666666667,0.1529,3.0,0.00021878460291202307,0.10000000000000003,0.23,40,0.15551746617466178,2439.0,0.15551746617466178,2439.0,Politics
KXEPSTEIN-26-4,207895.71666666667,0.79,326.0,0.0015680938752706385,0.69,0.645,3370,0.74,62.0,0.5346524120759417,3213.0,Politics
KXUSADEALCOUNT-25OCT01-1,35399.0,0.74,493.0,0.013926947088900816,0.07999999999999996,0.7,583,0.7456782608695652,23.0,0.6260784574468085,376.0,Politics
KXAPRPOTUS-26APR17-42.8,9960.0,0.08,39.0,0.00391566265060241,0.07,0.045,79,0.04017444933920705,227.0,0.04017444933920705,227.0,Politics
KXSTCROIX-25-NDP,49365.05,,,,0.97,0.495,98,,0.0,,0.0,Politics
KXVISITVENEZUELA-26MAY01-DFIGN,169500.0,0.75,791.0,0.004666666666666667,0.09999999999999998,0.8,2431,0.791860465116279,43.0,0.6488969769291965,1257.0,Politics
KXHORMUZWEEKLY-26JUN21-T30,12180.0,0.51,143.0,0.01174055829228243,0.020000000000000018,0.5,191,0.6722807910555422,415.90000000000003,0.767198886456648,105.07,Politics
KXHORMUZWEEKLY-26JUN14-T50,11280.0,0.2207,94.0,0.008333333333333333,0.45,0.265,152,0.19092511013215863,454.0,0.21842307692307697,338.0,Politics
KXPRESURUGUAY-AD,31680.2,0.18,2139.0,0.06751851314069987,0.06,0.15,237,,0.0,0.17911139240506327,79.0,Politics
KXRECBILL-26-SNAP,258161.01666666666,0.55,64198.0,0.24867426085051184,0.98,0.5,1500,,0.0,,0.0,Politics
KXKITCHENER-25-CON,49379.416666666664,0.155,24825.0,0.5027398393055136,0.97,0.495,91,,0.0,,0.0,Politics
KXTYLENOLSUE-26,143630.71666666667,0.14,54.0,0.00037596414787319747,0.09000000000000001,0.125,2252,0.29145046948356806,2556.0,0.21520434486515946,36710.0,Politics
KXEOWEEK-25OCT25,9479.0,0.62,3.0,0.00031648908112670115,0.09999999999999998,0.6499999999999999,156,0.5643795962199312,2328.0,0.5472266037735849,1590.0,Politics
KXUSAMBSWEDEN-25-APR,24480.0,,,,0.98,0.5,11,,0.0,,0.0,Politics
KXCABCHANGE-26-15,545393.7,0.01,138861.0,0.25460690139985115,0.05,0.025,1609,,0.0,,0.0,Politics
KXTARIFFSC-25JAN23-PRC,59040.0,0.72,1457.0,0.02467818428184282,0.96,0.52,705,,0.0,0.6623507246376812,690.0,Politics
KXEPSTEINLIST-26-JKIM,155691.53333333333,0.08,4154.0,0.026680962741283728,0.09999999999999999,0.1,2530,,0.0,0.06424657534246575,219.0,Politics
KXUNIPRESIDENTS-25SEP01-CLMB,106678.75,0.1439,19767.75,0.18530166504575654,0.1,0.08,1620,,0.0,,0.0,Politics
KXAPRPOTUS-26JAN09-42.15,9900.0,0.2774,460.0,0.046464646464646465,0.06,0.03,164,0.09861692865779928,827.0,0.11827840909090909,528.0,Politics
KXPARDONSTRUMP-26JAN-2,19140.6,0.12,768.0,0.04012413403968528,0.1,0.08,299,0.03724137931034483,29.0,0.07146341463414634,82.0,Politics
KXRECBILL-27-WEP,29605.783333333333,0.8,561.0,0.01894900039237829,0.4,0.6000000000000001,186,0.7611978478093774,1301.0,0.7584469696627778,1329.3899999999999,Politics
KXEPSTEIN-27-25DEC26,3732.5833333333335,0.2,19.0,0.005090308320868031,0.1,0.15000000000000002,2664,0.7011258476315574,48724.0,0.3722126796714579,3896.0,Politics
KXVPBREAKS-25DEC31-6,422159.6,0.08,2370.0,0.00561399053817561,0.09999999999999999,0.13,2564,,0.0,0.08,54.0,Politics
KXTRUMPMEET-26APR-TWOO,40649.0,0.13,140.0,0.003444119166523162,0.98,0.5,507,0.11919672578444748,733.0,0.12739358741681792,1653.0,Politics
KXSECAG-26DEC31-JJ,130584.76666666666,0.01,8530.0,0.0653215548623206,0.1,0.05,27,,0.0,0.01,515.0,Politics
KXAPRPOTUS-25AUG29-46.3,13020.0,0.11,3053.0,0.23448540706605223,0.060000000000000005,0.07,209,,0.0,,0.0,Politics
KXSBUDGETRES-26APR-MAY02,11232.916666666666,0.7817,142.0,0.012641418450239254,0.07999999999999996,0.7,34,0.7817,600.0,0.7817,600.0,Politics
KXEOCOUNTDAY3-25JAN22-9.0,2235.0,0.01,23.0,0.01029082774049217,0.99,0.505,91,0.015515316315205332,4505.0,0.037161979166666664,384.0,Politics
KXDIROSTP-25-DEC,14948.25,0.99,2317.0,0.15500142157108693,0.98,0.5,9,,0.0,,0.0,Politics
KXSECAG-26DEC31-JH,108969.76666666666,0.01,5.0,4.5884286558993585e-05,0.04,0.030000000000000002,9,0.01639427374301676,15752.0,0.014012213193116633,25104.0,Politics
KXCABOUT-29-ES,559438.15,0.01,83909.0,0.14998798347949635,0.07,0.035,2056,,0.0,,0.0,Politics
KXCALCOLLEGEFUNDPULL-26,60297.8,0.8,554.0,0.009187731559028687,0.98,0.5,794,0.8,23.0,0.7649144981412639,269.0,Politics
KXSENATETARIFFVOTE-25-DSUL,1865.6333333333334,,,,0.99,0.495,48,,0.0,,0.0,Politics
KXMAMDANISWEARING-26JAN01-EADA,81479.0,0.6,4642.0,0.056971735048294656,0.99,0.495,1277,,0.0,0.6053505047318612,3170.0,Politics
KXASIALEADEROUT-35-CL,83663.16666666667,,,,0.07,0.035,17,,0.0,,0.0,Politics
KXTRUMPPARDON-25MAY01-CAP,104880.15,0.8,120.0,0.0011441631233364941,0.69,0.645,684,0.7925845024469819,2452.0,0.78398961952275,16637.0,Politics
KXSWENCOUNTERS-26MAY-13249.5,49180.23333333333,0.29,13.0,0.00026433384144171747,0.07999999999999999,0.25,216,0.2891,11.0,0.2891,11.0,Politics
KXDNCCHAIR-25DEC-KM,106849.66666666667,0.29,12397.0,0.11602282334370095,0.97,0.505,416,,0.0,,0.0,Politics
